"GDD, fs^2","TOD, fs^3","Simulated Angular Frequency Width, /s"
700.0000000000001,-26631.578947368416,292774359539587.06
700.0000000000001,-21789.473684210527,294110108876378.4
700.0000000000001,-16947.36842105263,295001479844250.75
700.0000000000001,-12105.263157894737,295440165667566.25
700.0000000000001,-7263.157894736841,295631019692015.94
700.0000000000001,-2421.0526315789452,295615296218656.6
700.0000000000001,2421.0526315789452,295381535414490.75
700.0000000000001,7263.157894736845,294928699162720.4
700.0000000000001,12105.263157894737,294181390233804.75
700.0000000000001,16947.368421052637,292920209660640.7
700.0000000000001,21789.473684210527,291309632787510.56
700.0000000000001,26631.578947368427,290439537015133.56
700.0000000000001,31473.684210526317,288650775256740.75
700.0000000000001,36315.789473684206,286052498402183.06
700.0000000000001,41157.89473684211,284383546933025.44
700.0000000000001,46000.0,281146648838584.75
