SPECTRUM DATA FILE
SpectrumCount:	7
PixelCount:	2500
UserName:	Atto
SampleName:	
LightSource:	
Comments:	
DeviceName:	Qmini
DeviceManufacturer:	RGB Photonics
DeviceSerialNo:	20020

Name:	press0_2	press0_4	press0_6	press0_8	press1_0	press1_2	press1_4
Date:	2022-02-16T16:39:57.0793301+00:00	2022-02-16T16:41:53.4875983+00:00	2022-02-16T16:42:37.8891153+00:00	2022-02-16T16:43:58.5908464+00:00	2022-02-16T16:44:44.0927301+00:00	2022-02-16T16:47:09.5960090+00:00	2022-02-16T16:48:10.2987359+00:00
ExposureTime:	0.1	0.1	0.1	0.1	0.1	0.1	0.1
TemporalAvg:	10	10	10	10	10	10	10
IntensityUnit:	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue
CCDLoadLevel:	0.2710881	0.222379	0.1448925	0.08582424	0.06430244	0.06372198	0.05398405
Temperature:	24.6405	24.53796	24.53796	24.6405	24.53796	24.6405	24.53796
DiagramColor:	200	16711680	49152	16711935	42495	12632064	3368611
ProcessingSteps:	783	783	783	783	783	783	783

Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7
593.729	-19.27932	11.05254	1367.804	1628.536	2053.127	1456.393	1325.033
594.0607	-15.26142	12.04904	1358.135	1586.612	2075.196	1455.209	1326.729
594.3923	-13.51836	9.204366	1355.832	1585.497	2087.485	1497.519	1348.071
594.7238	-6.471501	9.243794	1346.119	1618.585	2038.509	1530.339	1337.809
595.0554	-17.0714	17.473	1376.2	1665.683	2023.542	1580.672	1344.604
595.387	-8.234312	17.24379	1385.325	1638.651	2000.202	1561.955	1331.343
595.7185	-5.773198	14.59636	1406.406	1591.479	1992.565	1504.832	1325.942
596.05	-2.46497	21.8832	1377.894	1550.561	1970.768	1403.158	1294.174
596.3816	-4.449229	33.97934	1371.085	1556.788	1974.316	1369.198	1272.331
596.7131	0.7345166	27.51797	1350.11	1535.719	1961.977	1400.181	1233.714
597.0446	-3.065656	23.85214	1410.234	1554.621	1968.295	1454.299	1231.095
597.3761	2.649439	25.12516	1450.186	1579.974	1963.408	1470.81	1228.426
597.7076	3.079427	23.50199	1460.655	1586.411	1962.008	1442.472	1219.55
598.0391	0.8283359	20.97813	1397.115	1548.745	1954.132	1413.259	1199.504
598.3705	-6.495413	23.86372	1377.118	1536.519	1964.674	1425.09	1198.788
598.702	-1.679752	28.90534	1392.822	1527.685	1904.94	1453.771	1196.814
599.0334	-5.093911	26.97696	1439.784	1513.629	1859.336	1447.775	1193.247
599.3649	-8.835993	20.82703	1464.687	1476.423	1838.207	1382.564	1180.991
599.6963	-15.85627	21.24237	1485.854	1472.449	1890.615	1337.48	1172.496
600.0276	-9.744223	12.81441	1505.744	1488.47	1877.96	1361.765	1172.593
600.3591	-2.805889	18.23175	1486.204	1485.696	1848.661	1424.653	1173.912
600.6904	9.702353	23.96667	1426.848	1446.533	1778.681	1382.911	1160.84
601.0218	0.2668663	30.18505	1389.075	1426.113	1770.4	1338.603	1166.231
601.3531	-6.974378	31.32054	1394.541	1417.735	1790.316	1333.951	1157.926
601.6845	-8.95947	25.99318	1418.047	1410.429	1820.348	1390.844	1157.539
602.0158	-2.18097	21.09406	1410.571	1399.094	1785.358	1362.03	1145.853
602.3471	-3.336342	12.78234	1414.227	1418.486	1755.696	1341.914	1165.078
602.6785	-3.654642	23.1913	1419.058	1413.754	1737.398	1356.893	1154.186
603.0097	-4.121253	25.99292	1432.544	1424.659	1745.065	1394.556	1158.966
603.341	3.30135	24.76468	1439.352	1431.47	1710.483	1410.067	1151.905
603.6723	7.000401	13.37354	1474.562	1442.963	1696.278	1383.309	1163.911
604.0035	8.308533	15.87862	1491.247	1429.69	1667.615	1348.439	1156.675
604.3348	-9.016995	17.63198	1484.113	1417.823	1679.733	1330.173	1170.255
604.666	1.515241	30.19765	1479.038	1421.805	1640.831	1340.03	1175.308
604.9973	3.467946	26.65693	1472.967	1448.856	1645.204	1358.399	1208.185
605.3284	8.215482	26.75484	1466.084	1447.921	1635.83	1350.543	1205.48
605.6597	-3.220184	19.76081	1472.807	1430.072	1663.476	1316.064	1186.401
605.9908	14.79378	18.49256	1469.389	1408.975	1618.553	1307.568	1184.382
606.322	14.13945	21.4759	1447.128	1401.465	1596.868	1332.406	1234.129
606.6531	16.06415	23.44278	1427.411	1384.834	1581.713	1350.475	1286.636
606.9843	0.5631525	30.62842	1463.501	1384.872	1611.384	1318.371	1318.013
607.3154	0.83153	27.63938	1485.276	1393.946	1601.252	1302.409	1329.524
607.6466	9.018668	43.77826	1520.012	1408.432	1561.63	1313.534	1333.298
607.9777	24.71095	61.38508	1523.051	1417.312	1560.324	1313.634	1344.05
608.3088	25.63759	79.46075	1555.005	1383.462	1592.255	1306.885	1354.637
608.6399	16.799	70.31462	1529.596	1376.28	1596.251	1295.979	1345.143
608.9709	15.06561	53.0375	1508.869	1397.925	1529.148	1345.546	1340.978
609.302	2.88023	37.11821	1517.794	1434.423	1502.948	1369.702	1343.304
609.6331	-12.42371	31.82543	1560.982	1420.488	1507.452	1386.765	1371.298
609.9641	-12.85536	23.79429	1552.031	1383.792	1505.98	1340.791	1366.006
610.2952	-18.04418	25.39265	1520.881	1352.53	1449.122	1301.006	1379.428
610.6262	-35.97248	23.53161	1496.502	1341.549	1400.355	1246.614	1384.735
610.9572	-71.37244	34.91977	1485.888	1338.296	1388.695	1241.664	1412.759
611.2881	-90.70429	22.55567	1488.749	1310.387	1426.154	1216.405	1411.875
611.6191	-104.7875	18.12448	1474.819	1307.852	1445.26	1196.712	1425.219
611.9501	-80.58426	10.21336	1473.167	1334.858	1418.437	1217.156	1441.106
612.2811	-58.42309	18.73583	1519.565	1374.866	1403.818	1266.093	1477.403
612.612	-37.2687	29.0824	1577.892	1395.645	1413.788	1281.471	1496.494
612.943	-27.49969	36.26737	1635.828	1402.27	1412.024	1297.546	1510.856
613.2739	-17.11258	37.16496	1646.875	1387.46	1388.568	1322.498	1513.543
613.6048	-20.56533	27.30931	1626.257	1391.657	1396.219	1306.138	1543.276
613.9357	-18.82755	20.91737	1602.375	1407.835	1403.478	1291.581	1546.492
614.2666	-21.44616	31.3634	1613.245	1427.268	1420.845	1338.244	1555.34
614.5975	-17.94206	46.69307	1632.238	1433.881	1442.68	1353.016	1578.41
614.9283	-19.04013	37.29724	1647.686	1447.034	1465.992	1361.656	1620.425
615.2592	-16.84399	24.12551	1644.44	1453.792	1460.893	1371.691	1636.258
615.59	-27.8332	31.70213	1677.252	1475.041	1428.291	1431.714	1653.364
615.9208	-28.06312	46.84539	1721.07	1478.549	1391.121	1484.364	1672.474
616.2516	-18.18208	39.42681	1729.498	1491.313	1384.452	1548.257	1700.238
616.5825	-3.513721	31.78315	1674.971	1496.738	1408.498	1550.932	1696.491
616.9132	-5.00678	25.20194	1688.022	1496.963	1422.644	1519.972	1715.798
617.244	-17.45175	45.60786	1703.584	1467.617	1394.583	1524.86	1709.698
617.5748	-17.3682	56.77618	1740.588	1481.732	1378.579	1529.966	1707.496
617.9055	1.376671	50.05791	1771.15	1507.939	1373.33	1506.976	1687.563
618.2363	13.13973	37.48542	1832.93	1526.473	1407.567	1542.719	1730.635
618.567	11.23377	46.33752	1813.836	1506.295	1400.719	1584.734	1738.889
618.8977	-1.429795	56.13957	1818.675	1505.161	1400.845	1587.526	1717.858
619.2284	-12.54624	63.08142	1786.485	1491.966	1379.875	1578.645	1695.5
619.5591	-17.96585	62.26151	1784.67	1489.554	1396.066	1643.69	1744.174
619.8898	-15.01954	53.75512	1771.058	1493.563	1393.612	1655.374	1747.688
620.2205	-14.67438	48.59736	1828.554	1516.608	1408.345	1643.511	1753.3
620.5511	-11.1079	54.3076	1867.781	1528.452	1390.362	1587.966	1731.236
620.8818	-9.8496	53.64243	1887.141	1527.46	1399.536	1601.001	1731.493
621.2124	-8.830919	53.8191	1887.041	1523.245	1401.784	1675.814	1711.905
621.543	-6.83662	60.49022	1908.78	1512.515	1422.656	1783.798	1736.934
621.8736	3.677317	64.04739	1913.531	1496.356	1402.048	1793.811	1732.219
622.2042	11.07834	53.94109	1954.012	1504.194	1403.307	1812.919	1738.055
622.5348	3.552451	60.60868	1987.535	1488.705	1396.523	1862.086	1762.241
622.8654	-3.25784	66.04926	2011.481	1480.876	1405.436	1924.214	1826.222
623.1959	-6.301352	71.1275	2000.452	1447.575	1382.073	2004.707	1795.773
623.5265	-9.503304	66.62991	2019.885	1459.26	1373.644	2024.446	1731.123
623.857	-6.084122	75.46437	2013.73	1463.936	1350.945	1959.541	1667.375
624.1875	-7.600884	81.33604	2040.693	1491.999	1360.787	1920.945	1685.11
624.518	-0.2829928	77.6792	2048.955	1491.592	1371.674	1959.947	1732.443
624.8485	-16.48315	71.20343	2053.9	1492.399	1387.995	1982.971	1772.435
625.179	-10.44576	64.45936	2032.26	1499.148	1358.396	2004.134	1731.618
625.5095	-10.08215	74.83224	2041.133	1524.507	1371.194	2039.003	1665.139
625.84	5.410318	81.09787	2015.346	1533.338	1372.815	2022.205	1642.321
626.1704	0.8647398	85.78708	2001.134	1490.108	1377.6	2003.268	1647.451
626.5009	5.386522	83.40226	2007.172	1451.581	1363.053	1967.656	1645.759
626.8312	-16.6652	79.39521	2081.549	1423.864	1387.469	1925.721	1647.158
627.1617	-17.13485	77.98541	2153.542	1401.386	1392.879	1944.014	1614.425
627.4921	-16.92476	81.48811	2139.027	1376.345	1395.573	2015.272	1583.302
627.8224	2.652002	81.75751	2059.38	1395.739	1371.054	1988.37	1559.976
628.1528	0.8020456	81.86759	2069.753	1426.69	1347.307	1978.482	1596.972
628.4832	1.144868	81.49403	2130.082	1429.922	1318.494	2060.41	1600.141
628.8135	-10.67582	81.79877	2111.308	1419.72	1330.477	2082.617	1603.247
629.1439	-16.82354	98.01446	2086.69	1383.742	1345.231	1938.16	1527.452
629.4742	-21.78541	110.6124	2145.422	1396.917	1348.522	1825.033	1504.167
629.8046	-19.57813	111.3802	2188.683	1388.765	1315.329	1854.49	1496.97
630.1348	-11.75274	100.1811	2175.356	1391.944	1297.979	1964.328	1523.285
630.4651	-10.51329	95.40456	2158.246	1374.725	1324.735	1965.233	1502.112
630.7954	-17.11821	91.97211	2169.412	1384.696	1345.098	1981.745	1489.737
631.1257	-17.30155	101.5972	2177.033	1373.418	1345.82	2012.947	1481.618
631.4559	-6.877429	119.8011	2171.353	1377.956	1320.813	2065.971	1471.124
631.7862	-4.024076	112.2664	2183.262	1395.244	1309.284	2002.679	1441.056
632.1164	-2.117326	103.3095	2194.102	1404.986	1293.164	1952.279	1399.15
632.4466	3.246652	111.9362	2199.273	1379.568	1282.88	1899.495	1389.704
632.7768	13.17836	117.8965	2194.896	1375.069	1293.845	1836.523	1431.224
633.107	23.13183	118.3095	2205.909	1370.271	1273.453	1780.287	1436.602
633.4372	12.54136	108.8069	2228.023	1401.053	1261.898	1801.699	1412.111
633.7673	7.104487	124.0753	2231.226	1394.389	1241.666	1830.975	1371.961
634.0975	2.660508	125.8601	2252.691	1383.147	1273.578	1894.766	1342.328
634.4277	4.617782	127.8768	2264.725	1348.351	1269.058	1874.027	1290.431
634.7578	-1.897411	110.7381	2306.977	1361.024	1286.403	1812.02	1295.529
635.0879	2.031884	115.6179	2304.345	1381.302	1278.036	1776.357	1289.567
635.418	3.468731	114.9391	2334.878	1388.395	1270.925	1918.96	1282.062
635.7481	11.14121	120.1346	2334.971	1383.767	1245.37	1994.584	1281.653
636.0782	5.970494	121.2645	2341.261	1386.546	1248.428	1867.318	1289.16
636.4083	7.261311	128.4623	2327.301	1395.601	1257.609	1710.063	1271.07
636.7383	0.4480041	134.4283	2376.495	1402.449	1271.008	1704.17	1258.632
637.0684	6.428513	140.7992	2417.443	1408.264	1274.924	1685.317	1261.061
637.3984	2.450657	133.8243	2412.716	1416.231	1302.096	1662.849	1254.659
637.7284	3.19313	135.5438	2394.77	1408.629	1280.503	1638.963	1240.918
638.0584	0.6773246	140.3518	2413.17	1412.494	1257.109	1658.502	1224.279
638.3884	-5.470888	145.4902	2413.635	1412.235	1242.027	1602.284	1188.651
638.7184	-6.931556	139.1316	2405.034	1410.02	1254.138	1573.979	1179.292
639.0484	-4.542991	139.5721	2391.2	1405.804	1229.685	1554.666	1157.357
639.3784	0.6751279	147.1429	2449.578	1419.448	1225.301	1544.601	1146.526
639.7083	8.14348	162.2946	2509.776	1429.449	1242.322	1537.159	1128.894
640.0382	6.750286	167.0909	2600.265	1457.766	1273.672	1543.477	1128.343
640.3682	2.667014	162.8552	2616.115	1459.628	1277.295	1574.726	1121.388
640.6981	-4.434385	172.7774	2637.785	1450.392	1281.899	1581.965	1108.408
641.028	1.658811	177.5826	2628.148	1443.768	1285.497	1568.381	1082.572
641.3578	-0.4489812	188.829	2654.661	1478.709	1304.886	1579.388	1077.096
641.6877	-9.036067	186.0668	2666.151	1492.406	1296.995	1587.979	1115.905
642.0176	-10.45156	182.4125	2706.285	1486.124	1278.967	1561.504	1120.271
642.3474	-3.377667	169.7946	2709.327	1498.258	1267.033	1502.394	1079.772
642.6772	9.111713	179.4234	2694.548	1565.729	1277.059	1461.466	1037.918
643.0071	16.5315	191.3819	2662.043	1630.486	1281.139	1442.172	1014.273
643.3369	2.848315	197.0388	2703.829	1618.979	1279.574	1455.782	1006.519
643.6667	-17.97813	180.3645	2793.331	1595.48	1277.877	1455.324	992.135
643.9965	-21.7082	190.4082	2881.658	1624.349	1291.875	1434.214	987.3211
644.3262	9.366194	211.9621	2977.697	1657.246	1292.796	1429.427	972.7003
644.656	20.07152	220.2999	3089.607	1647.039	1317.522	1414.714	971.7107
644.9857	13.39033	202.365	3143.364	1657.141	1318.165	1385.237	956.0098
645.3155	-4.763867	201.499	3112.911	1716.282	1321.872	1360.53	955.2681
645.6452	11.51925	204.7753	3086.598	1784.596	1306.98	1369.418	950.6555
645.9749	15.38724	221.8777	3103.51	1806.986	1344.816	1378.184	964.1363
646.3046	7.404374	243.5352	3141.122	1794.801	1346.21	1362.863	948.6741
646.6343	-7.494051	245.837	3195.099	1754.29	1361.638	1320.633	941.8597
646.964	9.291357	238.4572	3235.03	1754.791	1350.797	1291.937	922.9337
647.2936	12.10766	247.3441	3302.283	1793.415	1388.588	1317.096	945.0764
647.6233	10.13978	249.7119	3348.561	1843.826	1395.682	1355.932	951.402
647.9529	-1.58627	249.003	3465.036	1868.645	1404.14	1378.429	960.2237
648.2825	7.598278	264.285	3561.724	1886.84	1378.914	1358.426	962.6671
648.6122	2.628717	286.4046	3647.555	1928.93	1399.45	1298.62	956.267
648.9418	0.01317834	283.6585	3639.517	1963.352	1400.733	1225.962	936.8203
649.2714	-1.259515	271.9286	3651.905	1990.468	1406.256	1236.982	923.3624
649.6009	8.873892	278.7759	3663.41	1997.157	1396.908	1296.912	921.9597
649.9305	-3.336596	296.2683	3727.259	2022.734	1426.304	1349.269	929.5761
650.26	-7.357604	319.8642	3828.496	2028.089	1442.421	1367.152	945.1016
650.5895	-4.292941	320.2248	3931.093	2075.235	1459.027	1379.587	957.6532
650.9191	1.705456	326.6784	3949.524	2137.622	1445.449	1368.01	956.2756
651.2486	-4.591769	329.171	3899.403	2205.928	1454.511	1337.861	960.626
651.5781	10.03559	327.3142	3869.09	2193.477	1470.859	1330.893	972.5375
651.9076	4.106695	322.8346	3904.245	2195.859	1490.578	1332.453	988.488
652.2371	-2.664936	328.6234	3932.619	2174.86	1480.107	1338.455	983.5623
652.5665	-3.415124	343.4362	3938.732	2220.397	1476.042	1329.374	972.3528
652.896	12.75364	350.9255	4008.35	2254.733	1489.092	1343.362	968.9345
653.2254	12.26311	366.3105	4137.992	2295.302	1518.765	1363.402	976.6693
653.5548	10.41556	370.7965	4189.386	2294.444	1510.714	1386.866	993.8795
653.8842	8.306594	367.6176	4194.992	2326.245	1520.172	1418.018	1013.11
654.2136	10.34941	373.259	4200.619	2368.844	1531.488	1430.388	1004.306
654.543	19.21684	386.4241	4269.346	2372.578	1547.726	1485.997	1010.089
654.8724	14.16553	399.281	4327.599	2368.784	1516.325	1534.221	1034.847
655.2018	2.45868	415.9573	4406.752	2382.738	1512.753	1552.246	1068.261
655.5311	-8.195628	424.6681	4432.265	2405.197	1499.719	1488.914	1057.105
655.8605	-2.971906	427.9822	4483.475	2402.222	1499.986	1465.418	1060.768
656.1898	-5.836747	411.7259	4489.41	2369.852	1486.519	1474.993	1082.502
656.5191	2.214159	411.5463	4546.176	2380.365	1509.948	1459.29	1086.472
656.8484	10.58517	421.668	4496.795	2399.76	1537.048	1431.117	1076.72
657.1777	17.99275	436.0139	4476.062	2466.038	1559.375	1415.608	1070.165
657.507	8.552333	439.5639	4469.145	2439.363	1530.833	1415.522	1109.728
657.8362	-0.8777021	449.8653	4556.679	2392.279	1499.388	1421.93	1146.292
658.1655	-4.533165	459.2762	4559.469	2376.182	1458.232	1440.552	1162.268
658.4947	-7.030839	455.1808	4531.22	2399.675	1461.961	1468.467	1161.309
658.8239	8.840663	458.9189	4510.358	2427.957	1464.188	1451.972	1164.019
659.1531	17.12471	472.7285	4529.57	2451.414	1494.105	1428.223	1181.227
659.4823	21.69585	481.7644	4543.827	2472.323	1480.66	1428.097	1189.956
659.8115	13.34542	490.0032	4585.749	2440.496	1493.747	1474.95	1207.982
660.1407	12.10336	496.0001	4613.583	2415.965	1492.372	1489.445	1218.346
660.4698	1.119321	506.9906	4697.499	2418.469	1515.157	1479.096	1242.006
660.799	4.310122	512.4026	4692.659	2403.286	1501.962	1495.703	1242.99
661.1281	6.743912	523.6726	4728.497	2449.275	1513.129	1562.66	1255.028
661.4573	8.336659	523.4862	4750.527	2473.341	1500.699	1587.282	1262.958
661.7864	-6.155362	547.8247	4805.677	2465.169	1504.827	1564.128	1278.55
662.1155	-4.424227	567.4988	4784.851	2396.508	1478.753	1544.019	1262.325
662.4445	-5.374824	568.1729	4813.489	2398.924	1462.13	1567.825	1260.295
662.7736	11.1068	557.5703	4831.759	2382.767	1432.278	1582.024	1266.942
663.1027	9.531971	575.4544	4889.144	2363.496	1427.106	1564.004	1294.732
663.4317	14.5277	588.7084	4902.114	2344.12	1415.265	1529.851	1337.709
663.7607	13.84157	604.2287	4927.744	2359.576	1414.543	1519.57	1369.533
664.0898	17.68047	606.4104	4883.536	2353.324	1395.07	1526.406	1358.311
664.4188	9.321141	611.3016	4905.306	2358.758	1387.151	1575.438	1350.834
664.7478	1.377276	596.0234	4939.205	2341.345	1407.026	1634.045	1382.491
665.0768	10.9025	610.9847	5045.061	2341.282	1456.861	1664.629	1417.84
665.4058	24.7222	632.2081	5009.792	2344.388	1469.145	1660.094	1400.785
665.7347	30.62777	654.2314	4967.463	2354.306	1472.893	1661.506	1375.482
666.0637	8.919847	673.6595	4887.006	2322.957	1450.017	1695.299	1396.989
666.3926	1.797947	671.2147	4900.555	2327.938	1435.726	1724.106	1424.187
666.7215	10.16409	658.843	4874.272	2318.015	1407.433	1719.023	1436.383
667.0504	21.01245	651.8958	4953.694	2314.074	1409.326	1692.725	1449.994
667.3793	15.12355	674.658	4957.305	2287.787	1392.539	1704.269	1492.776
667.7082	15.42529	677.6868	4975.949	2296.755	1409.745	1773.465	1513.31
668.037	25.31425	688.006	4950.793	2265.083	1411.318	1807.721	1512.28
668.3659	25.23189	713.476	4952.249	2277.184	1431.216	1838.835	1492.521
668.6948	18.88296	739.5273	4964.07	2286.914	1416.446	1827.562	1480.589
669.0236	17.6034	751.8205	5049.118	2324.837	1405.03	1799.358	1490.125
669.3524	21.31347	755.4092	5091.392	2313.283	1388.312	1752.687	1497.267
669.6812	18.34834	775.6068	5110.102	2308.772	1395.95	1799.83	1506.364
670.01	11.52499	784.5751	5058.712	2279.072	1392.439	1827.136	1508.551
670.3388	13.21642	792.8759	4992.892	2277.131	1368.168	1808.229	1530.786
670.6675	17.04029	801.7961	4901.921	2264.579	1356.953	1741.046	1510.067
670.9963	18.85615	832.3635	5000.024	2268.665	1345.876	1757.797	1507.258
671.3251	12.08995	845.6181	5115.081	2262.691	1342.787	1782.24	1504.185
671.6538	8.16	870.6367	5151.454	2261.074	1348.195	1799.25	1519.587
671.9825	10.61877	877.9334	5016.404	2227.556	1375.025	1774.694	1505.515
672.3112	6.026748	894.8028	4961.379	2223.021	1395.097	1813.019	1513.648
672.6399	8.262629	901.9987	4960.539	2207.358	1373.902	1851.511	1520.036
672.9686	17.72939	951.0226	5037.747	2195.788	1356.11	1871.866	1534.084
673.2972	30.3116	955.3054	5048.633	2183.847	1347.266	1835.885	1545.525
673.6259	26.47222	964.7206	5144.339	2214.501	1373.001	1810.38	1560.008
673.9545	19.98647	974.1176	5180.514	2197.89	1383.552	1780.222	1563.841
674.2832	18.45238	1000.227	5224.861	2188.028	1408.292	1795.699	1563.32
674.6118	16.23333	1005.706	5178.717	2174.182	1396.027	1829.877	1551.965
674.9404	17.53064	1029.91	5210.223	2195.577	1398.703	1866.368	1558.756
675.269	19.23621	1054.811	5222.31	2193.749	1384.317	1847.47	1561.933
675.5976	26.48354	1073.193	5250.656	2203.071	1388.538	1786.303	1583.937
675.9261	30.29714	1093.662	5285.947	2171.408	1372.427	1762.739	1586.577
676.2547	24.63189	1135.218	5320.99	2154.178	1368.964	1782.252	1591.699
676.5833	19.58469	1146.164	5237.02	2138.572	1348.202	1803.272	1587.84
676.9117	18.75949	1162.357	5162.832	2144.818	1383.214	1835.296	1600.692
677.2403	26.64522	1168.698	5136.389	2146.078	1404.527	1877.776	1593.039
677.5688	31.70974	1197.283	5164.903	2153.642	1404.605	1895.047	1601.587
677.8973	28.74765	1215.013	5159.387	2127.729	1368.62	1877.666	1603.029
678.2257	23.22914	1258.442	5233.688	2128.414	1384.847	1878.409	1625.01
678.5542	23.21084	1291.203	5228.23	2125.893	1379.912	1893.764	1617.227
678.8826	22.21607	1326.173	5200.863	2150.796	1392.942	1916.706	1639.083
679.2111	28.80657	1346.039	5144.259	2158.634	1393.827	1929.107	1626.24
679.5395	42.87806	1374.34	5188.953	2167.579	1413.32	1930.056	1639.64
679.8679	44.54798	1397.542	5224.722	2136.912	1418.851	1952.674	1636.609
680.1963	28.44747	1417.15	5240.849	2140.181	1426.904	2024.836	1644.068
680.5247	27.0199	1426.285	5175.405	2142.82	1419.785	2008.965	1621.944
680.8531	28.90135	1477.478	5176.563	2154.204	1447.191	1969.429	1629.23
681.1815	26.35144	1520.454	5180.14	2139.713	1458.229	1946.526	1630.263
681.5098	20.60352	1568.939	5254.729	2134.49	1440.286	1969.167	1636.269
681.8381	23.3961	1591.513	5284.63	2131.212	1439.61	1970.396	1611.764
682.1664	28.68304	1630.845	5343.717	2158.358	1498.187	1968.68	1618.584
682.4948	45.15136	1647.168	5346.322	2166.655	1504.789	1976.708	1621.216
682.8231	56.67211	1716.838	5384.666	2169.594	1475.388	1945.241	1647.704
683.1513	59.02611	1771.967	5332.501	2155.932	1488.424	1959.527	1642.135
683.4796	48.41102	1816.05	5290.645	2197.799	1528.072	1975.545	1635.63
683.8079	51.05354	1829.982	5301.57	2204.352	1541.606	1986.777	1629.836
684.1361	48.11565	1897.184	5365.775	2204.663	1551.613	1975.305	1647.627
684.4644	42.02141	1947.135	5340.763	2166.45	1564.859	1953.158	1639.335
684.7925	43.3949	2010.895	5285.793	2203.306	1565.634	1968.954	1641.576
685.1207	52.75023	2037.319	5264.128	2218.111	1573.011	1984.91	1654.088
685.449	61.57716	2087.424	5310.465	2255.219	1607.681	2010.427	1686.283
685.7771	61.53616	2123.813	5313.235	2235.987	1619.952	1995.972	1670.315
686.1053	77.03664	2223.553	5290.467	2255.842	1622.586	2010.999	1668.444
686.4335	67.16404	2262.721	5246.248	2269.724	1606.932	2021.08	1673.137
686.7616	64.82018	2324.878	5216.347	2331.932	1628.773	2045.865	1696.671
687.0897	67.23268	2372.045	5189.487	2352.305	1679.411	2045.615	1673.137
687.4178	75.79986	2462.365	5228.731	2366.675	1724.476	2053.317	1679.34
687.7459	81.53671	2489.796	5202.8	2350.36	1711.851	2039.056	1696.481
688.074	88.39342	2538.629	5165.111	2353.051	1690.463	2047.731	1708.09
688.4021	103.1304	2579.486	5129.542	2339.463	1693.268	2026.826	1694.179
688.7302	93.48742	2667.515	5199.928	2332.961	1740.519	2010.862	1693.674
689.0582	100.2794	2717.083	5223.776	2335.676	1759.78	2017.917	1688.416
689.3862	105.7539	2768.89	5259.447	2366.66	1778.588	2071.166	1675.796
689.7143	117.1567	2810.823	5263.898	2373.959	1775.92	2077.654	1674.129
690.0423	117.3162	2900.159	5276.155	2390.152	1784.378	2082.556	1676.039
690.3703	106.0114	2936.296	5186.07	2359.721	1759.697	2087.231	1659.542
690.6983	104.9074	3019.257	5155.81	2342.788	1749.761	2108.048	1652.771
691.0262	114.4173	3067.247	5149.007	2340.035	1750.958	2063.805	1647.002
691.3542	139.9421	3137.787	5141.896	2372.893	1768.846	2054.351	1660.613
691.6822	147.2173	3155.909	4999.557	2348.021	1777.354	2049.153	1650.943
692.0101	151.6115	3245.984	4921.839	2346.613	1782.911	2042.37	1663.187
692.338	151.3526	3300.141	4869.265	2360.744	1767.271	1973.754	1678.19
692.666	158.2393	3377.877	4849.103	2410.213	1765.431	1944.929	1703.009
692.9938	164.2885	3419.202	4822.769	2385.303	1771.503	1947.241	1690.184
693.3217	175.5269	3490.673	4809.314	2354.238	1795.643	1938.631	1662.014
693.6496	177.2036	3526.636	4758.708	2338.154	1818.203	1899.141	1636.851
693.9774	186.2496	3592.502	4702.971	2377.076	1820.281	1870.513	1649.671
694.3053	187.3324	3631.371	4658.375	2378.414	1800.581	1850.452	1650.52
694.6331	197.5629	3676.766	4693.928	2388.427	1768.169	1855.038	1635.36
694.9609	203.3388	3661.686	4631.225	2369.745	1749.325	1851.15	1628.105
695.2888	219.5067	3719.629	4598.324	2363.068	1765.594	1840.496	1642.486
695.6165	237.695	3740.753	4501.354	2341.664	1770.391	1809.816	1641.271
695.9443	252.1504	3832.663	4483.348	2336.859	1758.732	1812.177	1609.61
696.2721	239.0987	3907.723	4390.798	2307.767	1728.46	1773.162	1587.096
696.5998	238.3803	3992.191	4416.855	2337.193	1754.299	1734.983	1611.368
696.9276	255.6803	4001.086	4370.862	2331.244	1757.469	1694.408	1632.178
697.2553	281.3698	4045.037	4333.084	2301.604	1766.114	1672.17	1632.75
697.583	286.0666	4092.767	4270.963	2247.369	1741.454	1663.271	1612.162
697.9107	286.8811	4167.568	4287.371	2263.472	1770.872	1685.58	1632.357
698.2384	297.3934	4194.344	4171.615	2277.621	1780.907	1680.912	1609.008
698.566	313.7852	4221.655	4104.195	2305.971	1800.32	1644.884	1587.685
698.8937	325.9878	4216.728	4065.649	2296.419	1765.675	1588.959	1569.335
699.2214	343.0845	4255.606	4084.029	2287.637	1763.151	1582.765	1585.183
699.549	357.3118	4217.999	4036.898	2243.715	1739.267	1535.048	1602.662
699.8766	373.4567	4253.813	3989.411	2220.59	1730.429	1520.83	1610.535
700.2042	370.8006	4306.506	3883.909	2236.92	1702.137	1514.534	1589.29
700.5319	376.8086	4365.725	3855.41	2290.723	1720.331	1556.281	1570.509
700.8594	393.0069	4417.206	3849.763	2286.483	1715.283	1522.162	1533.75
701.187	409.7025	4549.023	3891.731	2235.821	1749.791	1474.431	1512.515
701.5145	418.8972	4598.777	3822.45	2197.09	1736.725	1477.106	1502.657
701.8421	425.6757	4607.967	3750.761	2216.013	1745.315	1569.391	1508.51
702.1696	447.074	4578.12	3641.582	2248.469	1710.945	1646.237	1478.108
702.4971	464.7751	4647.762	3626.328	2265.388	1718.056	1617.594	1473.152
702.8246	483.8273	4693.792	3557.451	2237.534	1704.168	1512.086	1475.817
703.1522	500.1394	4758.565	3518.57	2231.246	1719.926	1451.225	1475.597
